Signal (dBm),Speed (m/s),Distance from site (m),Call Test Duration (s),Call Test Result,Call Test Technology,Call Test Setup Time (s),MOS
-81,0,378.41,60,1,1,3.16,4
-87,0,431.4,60,1,1,4.46,3
-83,0,378.51,60,1,1,3.11,2
-85,0,242.96,90,1,2,0.55,4
-95,31.15999985,205.04,90,1,2,0.43,4
-81,0,378.55,60,1,1,3.68,2
-116,39.20999908,225.43,67.07,0,2,0.68,4
-85,0,242.81,90,1,2,0.52,4
-81,0,378.47,60,1,1,3.36,2
-81,0,378.46,60,1,1,4.52,2
-75,41.34000015,201.91,90,1,1,0.54,2
-85,0.8799999952,255.99,90,1,2,0.67,4
-81,0,375.9,60,1,1,3.24,4
-85,0,253.19,90,1,2,0.67,4
-81,0,376.47,60,1,1,5.14,4
-69,82.34999847,662.49,90,1,1,0.38,3
-87,13.84000015,2044.8,60,1,0,2.65,1
-85,0,249.39,90,1,2,0.41,4
-89,0,71.4,60,1,1,4.03,3
-93,82.47000122,11360.47,90,1,1,0.56,4
-85,0,249.2,90,1,2,0.62,4
-103,82.09999847,631.23,51.49,0,1,0.53,4
-85,0,249.24,90,1,2,0.42,4
-86,0,80.66,60,1,2,0.78,4
-103,79.33999634,9350.01,53.51,0,0,0.77,1
-85,0,249.08,90,1,2,0.43,4
-69,82.66999817,24352.67,90,1,1,0,1
-85,0,248.79,90,1,2,0.56,4
-93,0,2310.63,60,1,1,3.68,3
-83,0,60.38,60,1,1,3.93,3
-89,82.76999664,2881.7,90,1,1,0,1
-83,0,372.25,60,1,1,5.49,4
-85,0,248.29,90,1,2,0.43,4
-67,6.840000153,5.88,60,1,1,3.52,1
-89,5.349999905,268.72,60,1,1,3.33,2
-85,0,247.98,90,1,2,0.57,4
-103,7.440000057,762.46,60,1,1,4.18,3
-75,83.69999695,789.82,90,1,1,0.53,3
-86,0,84.19,60,1,2,0.85,4
-63,0,465.08,60,1,1,3.54,4
-85,0,247.78,90,1,2,0.64,4
-77,10.97999954,981.25,60,1,1,3.93,3
-86,0,77.16,60,1,2,1.09,4
-73,82.87000275,4853.92,90,1,1,0,2
-85,0,247.74,90,1,2,0.41,4
-86,0,78.05,60,1,2,0.42,4
-83,9.979999542,777.07,60,1,1,3.96,3
-91,0,2314.29,60,1,1,4.63,3
-85,0,247.66,90,1,2,0.39,4
-86,0,78.15,59.82,1,2,0.59,4
-91,3.839999914,1309.97,60,1,0,3.75,1
-85,0,247.57,90,1,2,0.42,4
-86,0,82.03,60,1,2,1.22,4
-81,6.389999866,438.74,60,1,1,3.88,4
-87,78.30999756,3628.99,90,1,1,0.6,1
-85,0.3700000048,254.33,90,1,2,0.48,4
-86,0,82,60,1,2,0.59,4
-87,7.320000172,761.76,60,1,1,3.56,1
-93,81.48000336,846.13,90,1,1,0,1
-85,1.289999962,236.18,90,1,2,0.42,4
-86,0,79.39,60,1,2,0.59,4
-85,1.330000043,259.74,90,1,2,0.49,4
-86,0,88.97,59.06,1,2,0.01,4
-91,0,2317.41,60,1,1,3.69,3
-83,57.61000061,1771.24,90,1,1,0.61,3
-85,0.5099999905,260.71,90,1,2,0.48,4
-91,0,1385.42,60,1,1,3.6,1
-89,38.65999985,1268.15,90,1,1,0.45,2
-85,0.6700000167,235.81,90,1,2,0.49,4
-91,0,2315.97,60,1,1,4.15,1
-79,10.35999966,990.07,90,1,1,0,2
-85,0.5699999928,246.07,90,1,2,0.58,4
-91,0,2317.36,60,1,1,4.67,3
-103,0,173.72,90,1,2,0.65,4
-85,0.3600000143,253.86,90,1,2,0.43,4
-91,0,2309.91,60,1,1,2.94,3
-77,7.53000021,138.61,90,1,1,0.59,3
-85,0,242.11,90,1,2,0.43,4
-91,0,2310.41,60,1,1,3.7,1
-85,0,419.7,90,1,1,0,4
-85,0,241.92,90,1,2,0.49,4
-91,0,2310.92,60,1,1,3.54,3
-73,0,419.92,90,1,1,0,1
-85,0,241.88,90,1,2,0.47,4
-93,17.26000023,393.3,60,1,2,0.67,4
-91,0,2312.66,60,1,1,3.59,1
-73,0,419.87,90,1,1,1.18,3
-85,0,241.56,90,1,2,0.4,4
-79,0,527.41,60,1,1,3.78,4
-71,0,433.32,90,1,1,0,1
-85,0,241.55,90,1,2,0.52,4
-87,1.080000043,69.01,60,1,2,0.68,4
-85,0,250.44,90,1,2,0.54,4
-73,0,429.35,90,1,1,0.6,1
-85,0,248.05,90,1,2,0.58,4
-81,0,698.08,60,1,1,3.77,3
-71,7.980000019,302.17,90,1,1,0.59,4
-85,0,246.69,90,1,2,0.41,4
-96,2.24000001,200.54,60,1,2,1.31,4
-77,8.06000042,1474.89,90,1,1,0.55,1
-85,0,245.62,90,1,2,0.52,4
-79,5.929999828,1132.24,90,1,1,0.42,2
-85,0,245.54,90,1,2,0.57,4
-86,5.929999828,309.31,80.44,1,2,0.74,4
-85,0,245.38,90,1,2,0.58,4
-91,0,2318.22,60,1,1,3.34,3
-63,13.93999958,473.7,60,1,1,4.03,3
-104,15.84000015,594.01,90,1,2,0.56,4
-85,0,245.1,90,1,2,0.42,4
-96,10.27000046,405.77,60,1,2,0.69,4
-71,32.06999969,146.54,90,1,1,0.5,1
-85,0,244.67,90,1,2,0.56,4
-91,0,2315.25,60,1,1,3.93,3
-71,31.70000076,52.95,90,1,1,0.43,3
-85,0,244.67,90,1,2,0.4,4
-87,52.90999985,2952.87,90,1,1,0,1
-85,0,244.08,90,1,2,0.6,4
-61,65.27999878,1850.61,90,1,1,0,2
-85,0,243.88,90,1,2,0.6,4
-91,0,2318.85,60,1,1,3.31,3
-77,9.319999695,256.94,60,1,1,4.14,3
-99,68.86000061,6482.84,90,1,1,0,2
-85,0,243.58,90,1,2,0.55,4
-96,4.989999771,416.88,60,1,2,0.69,4
-85,0,243.07,90,1,2,0.6,4
-85,0,243.02,90,1,2,0.58,4
-83,68.81999969,117.91,90,1,1,0,1
-85,0,243.07,90,1,2,0.54,4
-91,0,2317.29,60,1,1,3.55,3
-69,9.31000042,158.08,60,1,1,3.93,3
-87,68.68000031,3940.68,90,1,1,0.46,4
-85,0,242.81,90,1,2,0.5,4
-85,8.220000267,190.8,60,1,2,0.62,4
-89,7.110000134,334.22,60,1,1,3.72,3
-85,0,242.66,90,1,2,0.51,4
-95,5.800000191,178.98,60,1,2,0.66,4
-91,68.23999786,7754.04,90,1,0,0.51,1
-77,8.159999847,1492.3,60,1,1,3.43,3
-85,0,242.63,90,1,2,0.4,4
-93,68.90000153,4155.25,26.28,0,1,0.5,4
-95,0,191.57,60,1,2,0.67,4
-79,6.070000172,272.55,60,1,1,3.77,1
-85,0,242.44,90,1,2,0.42,4
-94,1.799999952,138.01,60,1,2,1.03,4
-77,68.41000366,1913.64,90,1,1,0.58,2
-81,0,567.9,60,1,1,3.96,3
-85,0,242.68,90,1,2,0.42,4
-91,0,2316.58,60,1,1,3.73,3
-86,0,147.92,60,1,2,0.41,4
-83,2.359999895,530.59,60,1,1,3.91,3
-85,0,242.75,90,1,2,0.58,4
-86,0,156.26,60,1,2,0.66,4
-77,69.05000305,2035.47,90,1,1,0.47,3
-69,1.049999952,452.04,60,1,0,4.11,2
-85,0,242.32,90,1,2,0.62,4
-81,32.31999969,2728.42,90,1,1,0,1
-85,0,242.1,90,1,2,0.56,4
-83,0,428.42,60,1,1,3.85,3
-81,31.60000038,2274.12,90,1,1,0.42,3
-85,0,241.58,90,1,2,0.58,4
-91,0,2319.85,59.97,1,1,2.2,3
-85,0,241.61,90,1,2,0.46,4
-85,69.02999878,816.76,90,1,0,0,3
-85,0,241.4,90,1,2,0.5,4
-93,0,2317.63,59.99,1,1,1.93,3
-67,69.12000275,276.62,90,1,1,0.49,2
-85,0,241,90,1,2,0.5,4
-95,14.72999954,1323.66,60,1,1,3.65,1
-85,0,241.12,90,1,2,0.52,4
-79,2.390000105,669.03,60,1,1,3.76,1
-85,70.23999786,352.31,90,1,1,0.52,4
-85,0,241.12,90,1,2,0.7,4
-99,5.489999771,1993.57,60,1,1,3.45,3
-75,68.81999969,1458.39,90,1,1,0,2
-81,0,424.08,60,1,1,3.78,3
-75,69.59999847,670.13,90,1,1,0,3
-69,11.68000031,539.4,60,1,1,3.79,3
-87,69.02999878,2850.19,90,1,1,0.61,2
-91,18.69000053,1401.41,60,1,0,4.18,1
-79,68.47000122,725.64,90,1,1,0.54,1
-71,0,530.2,60,1,1,5.98,1
-86,0,240.63,90,1,2,0.59,4
-85,68.47000122,13674.21,90,1,0,0,4
-86,0,241.94,90,1,2,0.68,4
-69,0,260.04,60,1,1,4.84,4
-77,30.96999931,18262.99,90,1,1,0.44,2
-65,0,256.07,60,1,1,3.22,2
-86,0,242.56,90,1,2,0.38,4
-73,2.200000048,350.78,60,1,1,4.06,3
-67,0,248.41,60,1,1,3.2,4
-75,19.88999939,20945.55,90,1,1,0.5,4
-86,0,242.54,90,1,2,0.51,4
-65,0,244.7,60,1,1,2.9,4
-75,7.639999866,49.24,90,1,1,0.41,3
-65,0,243.71,60,1,1,3.47,3
-86,0,242.52,90,1,2,0.54,4
-69,0,242.24,60,1,1,3.46,4
-73,0,227.61,90,1,1,0,1
-86,0,242.63,90,1,2,0.56,4
-65,0,240.34,60,1,1,3.47,4
-97,0,524.23,90,1,2,0.47,4
-86,0,242.8,90,1,2,0.63,4
-96,0,524.79,90,1,2,0.59,4
-86,0,242.87,90,1,2,0.53,4
-89,8.850000381,412.56,60,1,1,4.38,3
-95,0,524.67,90,1,2,0.63,4
-86,0,242.93,90,1,2,0.53,4
-95,0,524.69,90,1,2,0.6,4
-86,0,242.97,90,1,2,0.55,4
-89,0,568.91,60,1,0,3.7,1
-89,0,525.01,90,1,2,0.6,4
-86,0,243.08,90,1,2,0.61,4
-92,5.639999866,441.8,90,1,2,0.47,4
-86,0,242.73,90,1,2,0.67,4
-69,0,251.78,60,1,1,3.37,4
-75,3.150000095,526.92,60,1,1,4.05,3
-101,18.04999924,1637.95,60,1,1,4.59,3
-103,6.230000019,456.65,90,1,2,0.64,4
-86,0,242.74,90,1,2,0.44,4
-67,0,251.59,60,1,1,4.2,3
-86,0,242.62,90,1,2,0.47,4
-67,0,251.63,60,1,1,3.4,4
-98,1.320000052,164.64,90,1,2,0.42,4
-86,0,242.53,90,1,2,0.47,4
-67,0,251.35,60,1,1,3.08,4
-86,0,242.24,90,1,2,0.55,4
-81,13.68999958,87.91,60,1,1,4.23,4
-81,7.880000114,356.53,60,1,2,0.52,4
-104,0,507.01,90,1,2,0.48,4
-86,0,242.19,90,1,2,0.54,4
-73,0,220.37,60,1,1,3.54,3
-77,5.159999847,116.63,60,1,1,3.89,4
-106,0,231.01,60,1,2,0.65,4
-71,11.97000027,273.6,90,1,1,0.51,3
-86,0,242.18,90,1,2,0.5,4
-83,0,424.87,60,1,1,4.02,3
-77,0,220.26,60,1,1,3.92,3
-77,4.21999979,954.61,90,1,1,0.68,3
-69,1.649999976,424.04,60,1,1,4.07,3
-86,0,242,90,1,2,0.52,4
-71,0,219.85,60,1,1,4.08,1
-79,4.21999979,17558.36,90,1,1,0,2
-77,19.44000053,199.84,60,1,1,3.88,4
-61,13.13000011,68.21,60,1,1,0,2
-86,0,241.95,90,1,2,0.55,4
-67,23.22999954,453.16,60,1,1,3.41,4
-71,0,193.56,60,1,1,3.78,3
-69,25.54999924,517.61,60,1,1,3.22,1
-86,0,241.94,90,1,2,0.51,4
-83,6.460000038,626.83,60,1,1,3.7,1
-85,4.21999979,22649.52,90,1,1,0,1
-79,26.62000084,500.48,60,1,0,3.39,2
-86,0,241.83,90,1,2,0.5,4
-87,25.53000069,605.26,60,1,1,4.42,3
-83,6.480000019,754.7,60,1,1,3.76,3
-61,4.21999979,35497.04,90,1,0,0,1
-86,0,241.83,90,1,2,0.55,4
-83,8.079999924,252.56,60,1,1,4.15,1
-86,0,242.08,90,1,2,0.53,4
-81,1.49000001,130.09,60,1,1,4.11,3
-86,0,242.03,90,1,2,0.5,4
-86,0,242.07,90,1,2,0.53,4
-91,0,10660.78,90,1,0,0,4
-86,0,241.98,90,1,2,0.37,4
-86,0,241.93,90,1,2,0.53,4
-95,28.54999924,989.26,60,1,1,4.3,2
-86,0,241.93,90,1,2,0.53,4
-86,16.35000038,89.15,90,1,2,0.53,4
-89,29.79000092,1915.97,60,1,1,3.68,2
-84,26.07999992,1576.12,60,1,2,0.66,4
-86,0,242.04,90,1,2,0.53,4
-92,8.010000229,76.27,90,1,2,0.66,4
-87,27.25,124.74,60,1,1,4.44,4
-69,5.559999943,39.98,900,1,1,0.55,4
-86,0,241.97,90,1,2,0.41,4
-101,0,531.18,90,1,2,0.73,4
-79,22.02000046,463.21,60,1,1,3.49,3
-69,0,275.47,60,1,1,4.19,3
-86,0,241.8,90,1,2,0.49,4
-99,0,531.34,90,1,2,0.68,4
-104,0,1592.3,60,1,2,0.4,4
-71,31.03000069,142.67,60,1,1,3.3,4
-86,0,241.68,90,1,2,0.5,4
-85,8.5,142.55,90,1,2,0.56,4
-67,13.27000046,533.25,60,1,1,4,4
-86,0,241.65,90,1,2,0.52,4
-78,31.32999992,173.28,90,1,2,0.74,4
-63,14.38000011,195.17,60,1,1,3.64,4
-69,0.1899999976,271.38,60,1,1,3.47,3
-79,20.40999985,420.71,60,1,1,3.33,4
-85,1.049999952,912.77,60,1,1,3.31,3
-86,0,241.47,90,1,2,0.39,4
-79,41.84999847,1999.29,90,1,1,0.65,3
-79,0,355.53,60,1,1,3.38,4
-88,0,1589.08,60,1,2,0.97,4
-73,0.7200000286,265.01,60,1,1,4.13,3
-85,0,194.84,60,1,1,3.65,4
-86,0,241.44,90,1,2,0.55,4
-79,45.97999954,425.81,90,1,1,0,2
-81,17.14999962,1425.53,900,1,0,0,2
-87,0,194.72,60,1,1,4.11,4
-86,0,241.4,90,1,2,0.54,4
-85,0,192.78,60,1,1,3.85,4
-83,42.88999939,681.72,90,1,2,0.41,4
-86,0,241.38,90,1,2,0.52,4
-89,32.83000183,1016.18,90,1,2,0.47,4
-86,0,241.37,90,1,2,0.54,4
-67,21.95000076,719.95,90,1,1,0,3
-86,0,241.3,90,1,2,0.54,4
-88,0,1590.91,60,1,2,0.89,4
-85,4.989999771,224.21,60,1,1,4.15,3
-85,0,177.39,90,1,2,0.58,4
-86,0,241.18,90,1,2,0.47,4
-103,39.99000168,600.48,90,1,2,0.52,4
-86,0,241.14,90,1,2,0.54,4
-75,9.359999657,151.72,900,1,1,1.06,4
-86,0,241.14,90,1,2,0.58,4
-95,36.88000107,2478.73,90,1,2,0.65,4
-83,0,192.59,60,1,1,3.94,4
-86,0,241.14,90,1,2,0.41,4
-77,44.06999969,863.3,90,1,1,0,4
-87,0,192.49,60,1,1,3.92,2
-94,0,1591.85,60,1,2,0.7,4
-86,0,241.18,90,1,2,0.66,4
-71,9.140000343,193.37,60,1,1,3.75,3
-87,43.13000107,2333.78,90,1,1,0,4
-87,0,192.64,60,1,1,4.34,4
-95,17.45000076,1648.69,60,1,2,0.96,4
-86,0,241.22,90,1,2,0.51,4
-81,41.18000031,1364.99,90,1,1,0,4
-87,0,189.4,60,1,1,4.45,2
-87,25.10000038,973.31,60,1,2,0.84,4
-86,0,241.23,90,1,2,0.54,4
-73,9.869999886,302.43,90,1,1,0,2
-87,0,189.89,60,1,1,4.17,4
-72,0,272.81,60,1,2,0.69,4
-86,0,241.27,90,1,2,0.91,4
-97,0,255.84,90,1,2,0.52,4
-85,0,189.96,60,1,1,4.52,4
-85,20.18000031,212.22,60,1,2,0.86,4
-86,0,241.3,90,1,2,0.54,4
-97,0,255.91,90,1,2,0.56,4
-95,32.50999832,366.45,60,1,2,0.72,4
-89,0,187.17,60,1,1,3.67,4
-69,5.849999905,105.18,60,1,1,4.45,4
-87,0,188.13,60,1,1,3.79,3
-86,0,241.3,90,1,2,0.58,4
-100,34.34000015,407.86,60,1,2,0.72,4
-97,0,255.99,90,1,2,0.75,4
-63,8.159999847,237.89,60,1,1,4.15,4
-85,0,188.42,60,1,1,3.83,3
-89,1.940000057,953.99,60,1,1,4.17,3
-86,0,241.34,90,1,2,0.52,4
-95,0,256,90,1,2,0.64,4
-87,0,189.1,60,1,1,3.59,2
-91,0,485.37,60,1,1,4.26,1
-86,0,241.41,90,1,2,0.49,4
-87,0,189.7,60,1,1,4.04,3
-97,0,256.4,90,1,2,0.52,4
-87,0,189.73,60,1,1,4.03,2
-73,0.2700000107,229.63,60,1,1,3.85,3
-86,0,241.49,90,1,2,0.52,4
-96,0,256.77,90,1,2,0.5,4
-87,0,189.95,60,1,1,3.91,4
-65,0.6200000048,341.69,60,1,1,3.89,1
-86,0,241.5,90,1,2,0.51,4
-96,0,256.92,90,1,2,0.66,4
-63,1.330000043,130.9,60,1,1,5,1
-86,0,241.55,90,1,2,0.45,4
-96,0,257.01,90,1,2,0.75,4
-73,6.739999771,161.87,60,1,1,3.83,3
-79,28.98999977,1309.29,900,1,1,0,2
-86,0,241.62,90,1,2,0.41,4
-95,0,256.99,90,1,2,1.02,4
-71,0.4099999964,175.91,60,1,1,3.89,3
-86,0,241.64,90,1,2,0.58,4
-95,0,256.93,90,1,2,0.63,4
-86,0,241.65,90,1,2,0.53,4
-97,0,256.93,90,1,2,1.1,4
-99,2.480000019,365.83,60,1,2,0.73,4
-83,0,76.48,60,1,1,3.75,4
-86,0,241.66,90,1,2,0.45,4
-97,23.79999924,1301.26,90,1,2,0.53,4
-87,0,184.23,60,1,1,3.98,4
-86,0,241.68,90,1,2,0.55,4
-103,0,1287.72,60,1,1,5.38,3
-93,23.97999954,1079.91,90,1,1,0,2
-87,0,189.07,60,1,1,3.55,4
-73,5.449999809,118.04,60,1,1,4.31,3
-86,0,241.66,90,1,2,0.64,4
-101,0,1288.96,60,1,1,3.32,3
-71,24.68000031,389.18,90,1,1,0,3
-81,4.190000057,551.89,60,1,1,3.87,4
-51,0.6100000143,25.46,60,1,1,3.52,4
-86,0,241.64,90,1,2,0.61,4
-101,0,1286.53,60,1,1,4.25,1
-69,18.20999908,2230.97,90,1,1,0.55,4
-75,14.82999992,305.69,60,1,1,4.06,3
-86,0,241.64,90,1,2,0.61,4
-90,7.260000229,246.48,60,1,2,0.57,4
-101,0,1281.85,60,1,1,4.12,4
-75,0.8000000119,1131.19,90,1,1,0,3
-67,0.4099999964,240.7,60,1,1,3.38,4
-86,0,241.67,90,1,2,0.59,4
-97,0,1282.61,60,1,1,5.13,3
-69,0,1123.56,90,1,1,0,3
-83,5.150000095,294.36,60,1,1,3.32,2
-86,0,241.65,90,1,2,0.62,4
-79,0,1123.48,90,1,1,0,2
-101,0,1284.58,60,1,1,4.63,4
-71,0,82.34,60,1,1,4.47,4
-86,0,241.64,90,1,2,0.62,4
-69,0,82.23,60,1,1,3.63,3
-73,0,1123.19,90,1,1,0,2
-103,0,1283.6,60,1,1,5.21,3
-67,0,82.17,60,1,1,3.21,2
-86,0,241.65,89.94,1,2,0.54,4
-75,0,1122.82,90,1,1,0,2
-67,0,81.84,60,1,1,3.27,4
-83,14.86999989,562.06,60,1,2,0.6,4
-86,0,241.74,90,1,2,0.66,4
-71,0,81.86,60,1,1,3.36,3
-77,0,1122.64,90,1,1,0,3
-71,0,84.79,60,1,1,3.83,4
-73,0.3600000143,240,60,1,1,3.95,3
-86,0,241.81,89.85,1,2,0.54,4
-75,0,1122.33,90,1,1,0,2
-71,0,83.45,60,1,1,3.33,2
-75,33.18000031,1337.82,900,1,0,0,3
-86,0,241.96,90,1,2,0.59,4
-71,0,1122.49,90,1,1,0,2
-86,0,242.09,90,1,2,0.58,4
-81,0,1122.31,90,1,1,0,3
-79,0.6399999857,236.88,60,1,1,3.76,3
-86,0,242.11,90,1,2,0.61,4
-97,0,1567.24,60,1,2,0.67,4
-75,21.71999931,1450.38,90,1,1,0,3
-86,0,242.11,90,1,2,0.67,4
-91,5.579999924,1188.97,90,1,1,0,3
-89,0,1215.26,60,1,1,3.58,3
-86,0,242.17,90,1,2,0.72,4
-73,8.229999542,322.07,60,1,1,3.88,3
-87,0,1105.39,90,1,1,0,2
-86,0,242.19,89.98,1,2,0.58,4
-69,0,83.57,60,1,1,3.53,4
-83,0,1105.62,90,1,1,0,2
-86,0,242.19,89.89,1,2,0.58,4
-91,0,1215.9,60,1,1,4.04,3
-75,0,83.03,60,1,1,4.23,4
-87,9.159999847,4386.74,900,1,1,0.71,2
-93,7.050000191,1022.39,90,1,1,0,4
-87,0,1567.92,60,1,2,0.78,4
-86,0,242.16,90,1,2,0.64,4
-83,0,83.63,90,1,2,0.57,4
-65,0,82.09,60,1,1,3.19,4
-87,0,1568.41,60,1,2,0.6,4
-86,0,242.17,90,1,2,0.65,4
-87,0,83.75,90,1,2,0.61,4
-71,0,80.64,60,1,1,3.21,3
-87,0,1566.42,60,1,2,0.53,4
-81,9.380000114,309.54,60,1,1,3.96,2
-91,0,1216.74,60,1,1,3.67,3
-86,0,242.2,90,1,2,0.79,4
-85,0,83.87,90,1,2,0.59,4
-65,0,80.9,60,1,1,5.21,4
-87,0,1567.89,60,1,2,0.51,4
-86,0,242.17,90,1,2,0.71,4
-87,0,1568.62,60,1,2,0.77,4
-85,8.18999958,539.2,90,1,2,0.53,4
-65,0,81.29,60,1,1,3.33,4
-86,0,242.19,90,1,2,0.72,4
-87,0,1568.65,60,1,2,0.88,4
-106,8.06000042,1753.85,90,1,2,0.61,4
-65,0,82.36,60,1,1,3.29,2
-87,0,1569.48,60,1,2,0.99,4
-86,0,242.19,90,1,2,0.64,4
-63,0,81.88,60,1,1,3.53,4
-63,0,81.56,60,1,1,3.47,4
-94,22.55999947,1207.36,60,1,2,0.69,4
-86,0,242.25,89.88,1,2,0.58,4
-57,0,274.99,60,1,1,3.83,4
-77,8.449999809,1228.12,90,1,1,0,3
-61,0,80.97,60,1,1,3.57,3
-83,18.45000076,1092.48,60,1,1,4.59,3
-86,0,242.27,90,1,2,0.72,4
-65,0,80.72,60,1,1,2.97,4
-87,8.220000267,23.01,90,1,2,0.42,4
-65,0,80.37,60,1,1,3.82,2
-86,0,242.3,90,1,2,0.61,4
-116,4.380000114,1192.48,90,1,2,0.7,4
-65,0.6899999976,76.45,60,1,1,3.35,4
-86,0,242.31,90,1,2,0.51,4
-79,7.239999771,2439.39,90,1,1,0,4
-86,0,242.32,90,1,2,0.55,4
-65,8.109999657,455.72,90,1,1,0,2
-55,1.24000001,85.23,60,1,1,3.66,3
-95,0,2140.17,60,1,1,4.45,3
-86,0,242.37,90,1,2,0.54,4
-71,18.63999939,942.32,90,1,1,0,3
-73,5.900000095,213.2,60,1,1,4.01,2
-86,0,242.38,90,1,2,0.64,4
-105,27.84000015,1835.51,90,1,2,0.68,4
-55,9.579999924,253.1,60,1,1,3.68,3
-86,0,242.39,90,1,2,0.66,4
-88,7.25,72.94,60,1,2,0.96,4
-86,0,242.4,90,1,2,0.65,4
-85,9.229999542,778.87,60,1,0,3.52,4
-99,16.98999977,500.53,90,1,2,0.64,4
-71,0.6800000072,339.74,60,1,1,3.53,3
-86,0,242.4,90,1,2,0.45,4
-94,0,318.81,90,1,2,0.73,4
-95,0,2314.03,60,1,1,3.64,3
-96,32.81000137,865.66,60,1,2,0.74,4
-77,0,332.05,60,1,1,3.7,3
-86,0,242.43,90,1,2,0.52,4
-77,17.52000046,615.35,60,1,1,3.69,4
-79,15.31999969,272.88,90,1,2,0.53,4
-91,0,2318.41,60,1,1,3.3,3
-57,0.6700000167,50.32,60,1,1,3.99,1
-86,0,242.47,90,1,2,0.46,4
-75,5.860000134,65.26,60,1,1,4.68,4
-77,50.52000046,399.9,90,1,1,0.73,4
-89,0,2315.82,60,1,1,3.4,3
-86,0,242.51,90,1,2,0.43,4
-81,5.099999905,396.08,60,1,1,3.38,3
-115,59.41999817,2719.49,80.43,1,2,0.65,4
-91,0,2315.47,60,1,1,3.37,3
-86,0,242.55,90,1,2,0.61,4
-81,17.97999954,85.03,60,1,1,3.59,3
-81,30.63999939,1300.56,90,1,0,0,1
-89,0,2315.24,60,1,1,3.97,3
-86,0,242.52,90,1,2,0.52,4
-97,15.69999981,501.37,90,1,2,0.74,4
-81,12.94999981,260.29,60,1,1,3.45,2
-93,0,2317.83,60,1,1,3.26,1
-86,0,242.54,90,1,2,0.52,4
-77,0,217.2,60,1,1,4.43,3
-63,11.51000023,256.83,90,1,1,0.59,4
-65,6.389999866,93.07,60,1,1,3.21,4
-91,0,2314.07,60,1,1,3.94,3
-86,0,242.54,90,1,2,0.63,4
-77,4.949999809,778.78,60,1,1,5.54,4
-105,4.949999809,568.5,60,1,2,0.51,4
-91,0,2314.69,60,1,1,3.5,3
-79,5,270.89,60,1,1,5.52,4
-86,0,242.58,90,1,2,0.47,4
-77,31.11000061,4985.2,90,1,1,0.71,3
-81,0,172.52,60,1,1,3.94,4
-86,0,242.58,90,1,2,0.52,4
-73,7.309999943,117.88,60,1,1,4.26,3
-102,15.09000015,1504.65,90,1,2,0.6,4
-86,0,242.58,90,1,2,0.55,4
-69,1.799999952,146.63,60,1,1,3.7,3
-105,4.28000021,149.27,90,1,2,0.54,4
-86,0,242.63,90,1,2,0.53,4
-101,0,116.39,90,1,2,0.65,4
-86,0,242.66,90,1,2,0.56,4
-105,13.56999969,428.9,60,1,2,0.61,4
-103,0,116.25,90,1,2,0.53,4
-61,0,80.57,60,1,1,4.5,3
-86,0,242.7,90,1,2,0.51,4
-105,0,116.07,90,1,2,0.61,4
-86,0,242.72,90,1,2,0.46,4
-103,0,115.91,90,1,2,0.5,4
-86,0,242.72,90,1,2,0.57,4
-73,0,27.45,60,1,1,3.7,4
-65,8.829999924,2027.9,60,1,0,3.81,4
-104,0,115.8,90,1,2,0.65,4
-86,0,242.73,90,1,2,0.59,4
-73,0,26.46,60,1,1,3.01,4
-104,0,115.83,90,1,2,0.73,4
-95,13.13000011,423.09,60,1,2,0.5,4
-86,0,242.76,90,1,2,0.54,4
-77,0,38.7,60,1,1,4.88,4
-101,0,115.92,90,1,2,0.58,4
-86,0,242.75,90,1,2,0.49,4
-81,0,96.54,60,1,1,3.11,4
-83,17.64999962,1029.69,60,1,1,1.04,1
-106,0,115.46,90,1,2,0.63,4
-86,0,242.76,90,1,2,0.48,4
-97,8.369999886,1173.34,90,1,2,0.72,4
-86,0,242.73,90,1,2,0.55,4
-94,17.25,909.92,60,1,2,0.69,4
-61,0.3899999857,236,60,1,1,3.34,3
-97,3.930000067,1006.36,60,1,2,0.67,4
-86,0,242.76,90,1,2,0.63,4
-83,9.039999962,402.95,60,1,1,3.3,4
-93,16.53000069,288.18,90,1,2,0.53,4
-105,0.1800000072,145.72,60,1,2,0.11,4
-73,0,20.52,60,1,1,2.8,2
-86,0,242.79,90,1,2,0.45,4
-71,0,22.85,60,1,1,3.11,2
-82,5.900000095,43.59,60,1,2,0.61,4
-86,0,242.82,90,1,2,0.41,4
-69,0,22.49,60,1,1,3.64,4
-93,29.36000061,410.6,90,1,2,0.63,4
-81,4.199999809,770.73,60,1,1,3.48,4
-86,0,242.83,90,1,2,0.52,4
-101,50.40000153,971.66,90,1,2,0.64,4
-87,0,189.93,60,1,1,3.1,2
-71,0,99.82,60,1,1,3.97,3
-86,0,242.91,90,1,2,0.55,4
-75,0,155.36,60,1,1,3.21,3
-69,60.47999954,1025.12,90,1,1,0,3
-86,0,242.92,90,1,2,0.52,4
-67,31.97999954,677.44,90,1,1,0,2
-86,0,242.94,90,1,2,0.51,4
-71,21.37999916,341.61,90,1,1,0,3
-86,0,242.92,90,1,2,0.64,4
-93,0,355.05,90,1,2,0.72,4
-86,0,242.89,90,1,2,0.57,4
-53,3.25999999,142.83,60,1,1,3.82,3
-103,24.01000023,495.37,90,1,2,0.65,4
-86,0,242.84,90,1,2,0.43,4
-115,8.81000042,610.53,60,1,2,0.55,4
