Signal (dBm),Speed (m/s),Distance from site (m),Call Test Duration (s),Call Test Result,Call Test Technology,Call Test Setup Time (s),MOS
-67,2.640000105,82.66,60,1,1,3.28,4
-51,0,241.27,90,1,1,3.9,4
-77,8.710000038,110.87,60,1,1,3.22,1
-77,7.690000057,234.45,60,1,1,3.66,1
-51,0,241.05,90,1,1,4.09,1
-51,0,241.3,90,1,1,4.54,4
-73,6.420000076,251.08,60,1,1,3.41,3
-73,0,227.39,60,1,1,3.6,1
-51,0,241.77,90,1,1,3.78,4
-73,5.820000172,209.03,60,1,1,3.82,4
-53,0,241.73,90,1,1,3.82,4
-51,0,241.67,90,1,1,4.61,4
-51,0,235.35,90,1,1,4.63,4
-51,0,237.77,90,1,1,4.37,4
-51,0,238.06,90,1,1,3.99,4
-65,11.82999992,466.85,60,1,1,3.69,3
-75,0,220.8,60,1,1,3.37,1
-51,0,238.03,90,1,1,3.92,2
-77,9.289999962,161.41,60,1,1,3.21,1
-51,0,238.01,90,1,1,3.91,3
-89,2.609999895,677.33,60,1,1,3.42,3
-51,7.820000172,216.34,90,1,1,4.6,4
-51,0.4310452342,343.53,90,1,1,4.03,3
-51,2.080096006,313.52,90,1,1,4.47,4
-51,1.060754418,363.77,90,1,1,3.9,4
-55,1.049999952,678.44,90,1,1,4.1,4
-51,1.270629764,883.89,90,1,1,3.51,3
-51,1.270629764,432.41,90,1,1,4.23,3
-51,1.270629764,883.89,90,1,1,4.17,4
-51,1.270629764,883.89,90,1,1,4.1,4
-51,1.270629764,883.89,90,1,1,4.28,4
-51,0.7099999785,949.69,90,1,1,3.54,3
-51,0.7099999785,949.69,90,1,1,3.96,4
-51,0.7099999785,949.69,90,1,1,3.89,4
-51,0.7099999785,949.69,90,1,1,4.36,4
-73,0.7099999785,368.29,90,1,1,3.52,3
-73,0.7099999785,368.29,90,1,1,3.98,4
-67,0,298.77,60,1,1,0,4
-73,0,299.65,60,1,1,0,1
-79,0,588.29,60,1,1,0,4
-75,0,299.1,60,1,1,0,3
-69,0,298.21,60,1,1,0,3
-73,0,298.26,60,1,1,0,2
-67,5.730000019,807.54,60,1,1,0,3
-83,12.22000027,548.5,60,1,1,0,4
-77,16.95000076,775.6,60,1,1,0,3
-79,0,514.33,60,1,1,0,3
-87,5.349999905,455.77,60,1,1,0,3
-83,0,723.55,60,1,1,0,3
-77,5.119999886,444.97,60,1,1,0,1
-81,0,419.29,60,1,1,0,1
-77,20.14999962,555.66,60,1,1,0,3
-71,0,241.14,60,1,1,0,3
-63,0,240.8,60,1,1,0,1
-73,13.93000031,52.49,60,1,1,0,2
-77,8.25,161.98,60,1,1,0,4
-59,0.3100000024,178.93,60,1,1,0,3
-79,0,39821.19,60,1,1,0,1
-73,0,188.35,60,1,1,0,3
-59,0,186.74,60,1,1,0,1
-51,0,185.84,60,1,1,0,4
-57,0,184.33,60,1,1,0,3
-61,2.029999971,191.01,60,1,1,0,1
-77,4.369999886,20509.9,60,1,1,0,1
-87,1.25999999,604.69,60,1,1,0,4
-87,9.460000038,1479.06,60,1,1,0,4
-75,10.02999973,1396.69,60,1,1,0,4
-73,7.619999886,612.66,60,1,1,3.62,1
-75,0,1611.77,60,1,1,0,4
-75,0,1610.15,60,1,1,0,4
-75,15.89000034,890.09,60,1,1,4.05,1
-75,0,1610.17,60,1,1,0,4
-73,10.64999962,499.13,60,1,1,3.64,3
-81,0,1613.21,60,1,1,0,4
-87,7.820000172,590.47,60,1,1,3.27,1
-97,13.48999977,511.92,60,1,2,0.52,4
-79,0,223.78,60,1,2,0.45,4
-89,0,500.74,60,1,1,4.2,3
-79,0,223.97,60,1,2,0.68,4
-91,0,503.83,60,1,1,3.67,3
-91,6.880000114,51.07,60,1,2,0.68,4
-99,5.800000191,1382.03,60,1,2,0.68,4
-89,0,505.96,60,1,1,4.05,3
-91,0,507.8,60,1,1,4.04,3
-93,0,508.78,60,1,1,4.2,1
-93,0,524.38,60,1,1,4.09,3
-93,0,528.47,60,1,1,4,3
-63,9.31000042,26.49,60,1,1,0,4
-87,14.94999981,532.38,60,1,1,4.25,2
-77,6.420000076,182.01,60,1,1,0,4
-99,0,320.12,60,1,2,0.59,4
-81,15.64999962,599.07,60,1,1,4.08,3
-100,0,359.26,60,1,2,0.73,4
-69,13.32999992,188.51,60,1,1,4.7,3
-103,0,279.67,60,1,2,0.73,4
-71,19.81999969,5327.17,60,1,1,4.43,3
-104,0,273.29,60,1,2,0.8,4
-71,4.039999962,216.24,60,1,1,4.3,1
-104,5.739999771,581.99,60,1,2,0.66,4
-83,6.369999886,443.79,60,1,1,4.04,4
-89,3.930000067,375.7,60,1,1,4.43,1
-81,11.57999992,548.67,60,1,1,4.39,1
-65,8.380000114,412.31,60,1,1,3.52,3
-83,4.71999979,804.09,60,1,1,5.08,3
-88,26.67000008,1008.79,60,1,2,0.62,4
-67,9.729999542,422.16,60,1,1,3.96,3
-95,33.40000153,1202.22,60,1,2,0.53,4
-75,0,690.68,60,1,1,3.89,1
-95,17.56999969,929.04,60,1,2,0.42,4
-101,37.88999939,2548.85,60,1,2,0.72,4
-108,38.47999954,339.07,60,1,2,2.06,4
-92,36.11999893,2651.66,60,1,2,0.63,4
-71,0,211.63,60,1,1,4.1,3
-73,31.37000084,1101.34,60,1,1,0.71,4
-71,0,214.14,60,1,1,3.57,3
-83,22.62999916,845.17,60,1,1,0,4
-79,0,214.13,60,1,1,3.59,3
-75,4.019999981,2517.42,60,1,0,0,1
-71,0,211.53,60,1,1,4.02,1
-71,0,209,60,1,1,3.65,1
-71,0,439.01,60,1,1,3.79,3
-73,0,204.12,60,1,1,3.38,3
-73,0,204.35,60,1,1,3.96,1
-83,13.55000019,1908.95,60,1,0,0,4
-85,7.860000134,282.81,60,1,1,4,3
-75,0,204.69,60,1,1,3.36,3
-73,15.51000023,504.2,60,1,1,4.04,1
-73,0,205,60,1,1,4.07,1
-87,0,986.36,60,1,1,0,3
-85,4.239999771,1284.41,60,1,1,4.44,2
-75,0,205.53,60,1,1,3.99,4
-91,0,949.04,60,1,1,0,4
-77,0.4699999988,566.75,60,1,1,3.83,1
-87,1.860000014,952.2,60,1,1,0,4
-73,0,209.76,60,1,1,3.67,3
-87,14.90999985,1625.44,60,1,1,0,4
-73,8.43999958,740.22,60,1,1,4.13,3
-73,6.28000021,425.8,60,1,1,4.16,1
-105,9.340000153,790.21,60,1,2,0.67,4
-87,0,415.75,60,1,1,3.87,3
-117,6.650000095,487,60,1,2,0.87,4
-75,0.5,148.01,60,1,1,3.76,3
-116,9.56000042,606.2,60,1,2,0.59,4
-69,8.989999771,2499.65,60,1,0,0.64,4
-67,0,200.35,60,1,1,3.44,3
-103,9.899999619,3689.4,60,1,1,0.77,3
-67,0,202.18,60,1,1,3.51,3
-69,0,202.25,60,1,1,3.92,3
-67,0,208.95,60,1,1,3.38,1
-65,0,208.21,60,1,1,3.85,1
-69,0,204.23,60,1,1,3.97,3
-89,0,337.21,60,1,1,3.76,3
-98,33.93000031,1509.55,60,1,2,0.79,4
-69,0,204.53,60,1,1,3.37,1
-87,4.269999981,337.59,60,1,1,3.99,4
-67,0,198.79,60,1,1,4.4,3
-96,27.54000092,1634.86,60,1,2,0.52,4
-73,0,210.33,60,1,1,5.12,1
-77,6.960000038,190.4,60,1,1,3.77,3
-95,19.93000031,289.95,60,1,2,0.78,4
-92,20.48999977,531.36,60,1,2,0.72,4
-71,8.460000038,272.75,60,1,1,4.07,3
-83,2.529999971,303.02,60,1,2,0.53,4
-89,3.420000076,375.12,60,1,1,3.84,1
-69,16.34000015,3449.82,60,1,1,3.73,3
-95,1.279999971,413.82,60,1,2,0.83,4
-79,17.04000092,563.69,60,1,1,3.9,3
-83,7.460000038,491.66,60,1,1,4.19,1
-87,5.599999905,563.14,60,1,1,4.14,2
-91,10.28999996,293.76,60,1,1,3.88,3
-81,1.639999986,173,60,1,1,4.24,3
-73,9.029999733,564.88,60,1,1,3.71,1
-69,0,221.6,60,1,1,4.12,3
-77,0,217.95,60,1,1,3.76,3
-67,0,211.91,60,1,1,4.24,3
-67,0,211.52,60,1,1,3.59,1
-69,0,209.68,60,1,1,3.18,3
-69,0,209.71,60,1,1,4.11,3
-71,0,209.89,60,1,1,4.66,3
-71,0,212.51,60,1,1,3.91,1
-69,0,208.02,60,1,1,3.41,3
-83,3.970000029,382.22,60,1,1,3.75,4
-83,10.55000019,304.63,60,1,1,4.28,1
-73,12.14000034,561.25,60,1,1,4.06,3
-81,12.51000023,177.3,60,1,1,4.34,3
-81,2.210000038,47.82,60,1,1,4.51,3
-73,0,449.21,60,1,1,3.97,1
-79,0,444.35,60,1,1,3.89,3
-79,0,442.78,60,1,1,4.08,3
-69,0.8299999833,191.17,60,1,1,3.66,3
-69,0,191.94,60,1,1,4.2,3
-85,1.24000001,226.13,60,1,2,0.63,4
-85,4.980000019,267.38,60,1,2,0.58,4
-84,0,229.7,60,1,2,0.57,4
-97,5.940000057,380.69,60,1,2,0.4,4
-79,0,631.77,60,1,1,4.76,3
-101,0.3300000131,294.58,60,1,2,0.61,4
-83,0.5099999905,242.25,60,1,1,3.99,1
-82,10.97999954,188.72,60,1,2,1.02,4
-81,5.079999924,331.44,60,1,1,4.57,4
-99,0.8399999738,1861.21,60,1,1,4.68,4
-63,0,646.91,60,1,1,5.95,1
-65,8.31000042,52.73,60,1,1,3.85,3
-75,7.480000019,392.39,60,1,1,4.02,2
-77,0,340.64,60,1,1,3.61,3
-77,0,207.61,60,1,1,3.74,4
-75,0,201.16,60,1,1,3.67,3
-77,0,203.63,60,1,1,4.06,3
-51,1.853105545,369.59,90,1,1,4.64,4
-51,4.430011272,333.42,90,1,1,5.01,4
-51,0,195.08,90,1,1,4.06,4
-67,0,197.23,60,1,1,4.02,3
-51,7.380027294,705.67,90,1,1,4.43,4
-51,33.83047867,880.77,90,1,1,4.14,4
-51,22.83126259,2005.71,90,1,1,4.43,4
-51,8.240023613,644.04,90,1,1,4.59,1
-67,0,211.26,60,1,1,3.68,4
-55,5.129570961,518.08,90,1,1,5.63,4
-57,5.129570961,1157.71,90,1,1,4.15,2
-63,1.255746841,1005.85,90,1,1,5.64,4
-65,1.040048003,978.74,90,1,1,3.96,3
-61,0,981.56,90,1,1,4.45,2
-63,3.400000095,92.88,60,1,1,4.46,1
-59,0,981.08,90,1,1,4.17,4
-95,6.230000019,465.12,60,1,2,0.6,4
-87,11.94999981,4383.18,60,1,1,4.12,4
-75,8.909999847,234.48,60,1,1,4.07,3
-63,0,981.06,90,1,1,4.37,4
-88,7.860000134,113.8,59.93,1,2,1.01,4
-71,24.45999908,552.26,60,1,1,5.22,1
-65,0,94.94,60,1,1,4.62,1
-63,0,981.11,90,1,1,4.49,4
-81,0,95.86,60,1,1,3.96,4
-61,0,981.13,90,1,1,4.62,2
-69,0,433.74,60,1,1,3.69,3
-86,0,211.79,60,1,2,0.96,4
-59,0,980.92,90,1,1,4.77,2
-59,0,212.98,60,1,1,4.08,3
-67,0,77.17,60,1,1,4.08,3
-59,0,465.82,90,1,1,4.34,4
-85,7.010000229,722.15,60,1,1,4.36,1
-75,2.690000057,218.77,60,1,1,3.88,3
-59,0,981.1,90,1,1,4.02,3
-77,0,780.31,60,1,1,3.8,3
-59,0,465.69,90,1,1,6.73,4
-79,2.670000076,774.79,60,1,1,3.47,3
-53,0,465.67,90,1,1,4.2,3
-69,21.82999992,233.27,60,1,1,4.13,3
-81,13.38000011,536.68,60,1,1,3.98,2
-53,13.98012829,1315.35,90,1,1,4.54,3
-65,6.380000114,252.46,60,1,1,3.83,2
-51,0,4608.62,90,1,1,4.74,4
-75,0.5400000215,72.52,60,1,1,4.1,1
-51,13.87324333,381.23,90,1,1,4.22,4
-73,4.03000021,321.92,60,1,1,3.74,3
-51,2.165917873,217.79,90,1,1,0,4
-65,0,1989.87,60,1,1,4.65,3
-51,2.165917873,217.79,90,1,1,4.24,4
-51,15.33005238,394.42,90,1,1,4.1,4
-51,37.22019577,1286.7,90,1,1,4.34,4
-53,0,2153.48,90,1,1,5.44,4
-87,0,282.55,60,1,1,4.72,3
-71,10.46000004,215.87,60,1,1,3.81,3
-51,60.22000122,1067.01,89.97,1,1,5.34,3
-51,23.9900322,241.48,90,1,1,8.15,3
-51,1.67026937,395.27,90,1,1,4.57,4
-51,1.212023139,479.07,90,1,1,4.6,2
-69,20.4500885,751.34,90,1,0,4.63,4
-79,8.970000267,263.76,60,1,1,4.18,3
-53,49.6100502,1737.02,90,1,1,4.33,3
-59,49.05091858,2550.29,90,1,1,6.38,3
-51,51.31006241,865.61,90,1,1,4.98,2
-57,0,1591.39,90,1,1,4.42,3
-55,0,1042.94,90,1,1,4.69,3
-55,0,1042.94,90,1,1,4.89,2
-53,24.6302433,847.61,90,1,1,4.8,4
-51,42.29014587,485.23,90,1,1,4.46,3
-51,44.38029099,1485.31,90,1,1,3.91,3
-51,38.63000488,104.6,90,1,1,7.04,3
-51,0,326.26,89.98,1,1,5.9,4
-51,0,604.37,90,1,1,4.45,4
-57,35.92913055,683.74,90,1,1,4.63,4
-51,27.15004539,312.81,90,1,1,4.8,3
-55,9.579442024,344.53,90,1,1,4.79,3
-51,2.982633114,231.35,90,1,1,6.49,4
-51,14.71041107,448.88,90,1,1,4.23,4
-57,33.80011749,1136.58,90,1,1,5.23,4
-67,35.68999863,2888.9,90,1,1,5.33,3
-51,42.24412155,445.2,90,1,1,4.55,2
-51,31.6512394,2413.8,90,1,1,4.15,3
-75,41.15001297,2235.19,90,1,0,5.02,2
-59,43.63045883,466.58,90,1,1,3.94,1
-51,4.990159988,171.59,90,1,1,6.69,1
-55,0,115.33,90,1,1,3.65,3
-81,0,183.81,60,1,1,3.88,3
-59,27.20999908,352.79,90,1,1,3.53,1
-53,43.02999878,1215.35,90,1,1,4.14,3
-59,48.60006332,2437.04,90,1,1,6.89,2
-53,40.53000259,1154.12,90,1,1,2.9,2
-51,23.48030663,188.33,90,1,1,4.17,3
-51,5.096136093,198.54,90,1,1,6.55,1
-51,0.824621141,184.15,90,1,1,3.32,2
-53,16.89007378,655.78,90,1,1,3.95,2
-55,50.31999969,1827.39,90,1,1,13.68,2
-69,67.8401413,1289.78,90,1,0,4.96,1
-89,10.81999969,1209.31,60,1,1,3.92,2
-61,15.78999996,468.42,60,1,1,3.84,1
-87,0,965.19,60,1,1,4.01,3
-51,61.13999939,1636.82,90,1,1,5,2
-65,48.68001938,1856.16,90,1,1,4,2
-57,12.19999981,192.33,60,1,1,4.93,1
-59,54.08005905,1441.94,90,1,1,3.95,3
-61,0,100.19,60,1,1,3.54,3
-75,7.75,80.7,60,1,1,3.58,3
-61,47.54000092,684.08,90,1,1,4.81,1
-73,23.84003258,417.91,90,1,1,4.62,2
-59,5.820000172,172.1,60,1,1,4.34,3
-89,0,301.81,60,1,1,3.61,3
-63,8.480477333,423.52,90,1,1,3.81,1
-81,0.5500000119,128.27,60,1,1,3.62,3
-59,5.890007973,215.47,90,1,1,3.67,3
-89,2.99000001,974.99,60,1,1,5.34,1
-63,0.7611832619,281.67,90,1,1,3.65,4
-53,0,32,60,1,1,3.65,1
-69,1.117586613,287.65,90,1,1,4.03,2
-51,1.690000057,6.97,60,1,1,3.81,4
-87,0.8899999857,960.03,60,1,1,3.65,3
-69,0,242.28,90,1,1,4.13,4
-61,0,243.73,90,1,1,4.17,3
-63,7.550026894,327.94,90,1,1,3.78,2
-81,0,420.98,60,1,1,3.94,3
-71,6.250008106,262.9,90,1,1,4.54,3
-75,0.7400000095,391.91,90,1,1,3.14,3
-79,7.520026684,371.59,90,1,1,3.59,2
-73,32.17805481,215.06,90,1,1,4.47,3
-61,40.53035736,518.54,90,1,1,3.22,2
-53,43.51016617,1176.42,90,1,1,4.08,2
-53,62.59999847,1289.18,90,1,1,4.36,2
-55,70.12001801,890.13,90,1,1,4.12,2
-53,76.19999695,1062.4,90,1,1,3.96,3
-51,80.40002441,1768.67,90,1,1,4.02,1
-67,0,265.69,60,1,1,4.72,3
-59,74.66003418,4053.24,90,1,1,3.92,2
-53,74.42012787,206.94,90,1,1,3.76,1
-63,0,262.66,60,1,1,3.46,4
-51,74.47064972,875.48,90,1,1,4.48,3
-83,1.539999962,180.2,60,1,1,3.43,1
-55,81.00012207,15014.79,90,1,1,5.4,2
-77,0.3000000119,156.47,60,1,1,3.37,3
-55,79.16016388,608.81,90,1,1,4.33,2
-85,0.4799999893,295.95,60,1,1,3.28,3
-51,37.93033981,476.71,90,1,1,5.15,2
-89,7.130000114,387.84,60,1,1,3.43,3
-59,37.81004715,1024.26,90,1,1,4.37,2
-53,37.64029694,47.99,90,1,1,8.69,2
-86,7.519999981,192.32,60,1,2,0.6,4
-79,5.860000134,164.13,60,1,1,3.79,3
-85,6.429999828,313.14,60,1,2,0.45,4
-53,37.64029694,4416.49,90,1,1,15.93,2
-87,0,69.12,60,1,2,0.71,4
-53,37.64029694,4416.49,90,1,1,3.06,3
-57,8.660022736,330.24,90,1,1,4.16,2
-81,2.340533972,549.28,90,1,1,4.28,2
-69,20.30999947,803.86,60,1,1,3.95,4
-77,0.8720664978,575.31,90,1,1,4.16,2
-73,34.02999878,260.34,60,1,1,3.92,2
-79,0,591.15,90,1,1,3.77,1
-77,29.70999908,186.96,60,1,1,3.76,3
-79,0,592.91,90,1,1,3.5,4
-75,0,332.21,60,1,1,3.86,3
-77,6.570000172,30.5,60,1,1,3.61,3
-79,0,593.51,90,1,1,3.72,1
-96,7.309999943,379.36,60,1,2,0.52,4
-61,0,177.46,60,1,1,4.36,4
-75,0,595.01,90,1,1,3.97,3
-69,0,355.64,60,1,1,3.6,1
-75,0,597.09,90,1,1,3.77,2
-79,0.2399999946,288.92,60,1,1,4.41,4
-73,0,597.27,90,1,1,3.55,1
-73,0,597.92,90,1,1,3.78,2
-87,0,562.66,60,1,2,0.49,4
-75,0,598.05,90,1,1,3.49,2
-69,9.989999771,158.29,60,1,1,4.52,2
-77,0,598.15,90,1,1,3.81,2
-77,0,598.39,90,1,1,4.07,1
-75,0,598.23,90,1,1,3.71,2
-73,0,598.48,90,1,1,3.31,2
-73,0,598.36,90,1,1,3.52,3
-75,10.59000015,586.15,60,1,1,3.73,4
-81,9.909999847,251.29,60,1,1,3.4,3
-75,0,598.44,90,1,1,3.88,2
-87,12.34000015,381.34,60,1,1,3.54,3
-75,0,598.52,90,1,1,3.71,2
-81,5.260000229,350.39,60,1,1,4.15,1
-95,7.349999905,836.69,60,1,2,0.63,4
-75,0,598.83,90,1,1,3.64,4
-81,12.26000023,236.72,60,1,1,3.99,1
-51,9.070550919,291.88,90,1,1,3.89,1
-83,0,956.05,60,1,1,4.31,3
-81,7.409999847,243.79,60,1,2,0.67,4
-55,7.760644436,2379.33,90,1,1,3.66,1
-65,2.480000019,133.62,60,1,1,3.71,3
-73,3.930000067,593.59,60,1,1,4.07,3
-59,7.760644436,2185.26,90,1,1,0,4
-55,7.760644436,2185.26,90,1,1,3.52,1
-59,7.760644436,6352.47,90,1,1,3.1,3
-95,6.650000095,789.17,60,1,2,0.63,4
-57,41.19004059,961.73,90,1,1,2.92,3
-95,4.360000134,369.04,60,1,2,0.49,4
-51,43.61001968,291.82,90,1,1,8.82,2
-51,64.10001373,3936.09,90,1,1,4.87,2
-71,0,201.68,60,1,1,4.16,3
-53,59.46008301,1447.2,90,1,1,4.06,2
-75,0,329.14,60,1,1,3.43,3
-53,62.28067398,1133.57,90,1,1,3.31,3
-71,4.699999809,149.66,60,1,1,3.75,3
-55,69.840065,678.49,90,1,1,4.49,2
-51,76.73005676,1547.99,90,1,1,3.84,4
-73,7.909999847,158.27,60,1,1,4.17,1
-55,66.16001892,956.67,90,1,1,3.68,3
-61,2.109999895,294.1,60,1,1,3.71,3
-69,1.590000033,651.21,60,1,1,3.99,3
-55,54.13999939,2808.88,90,1,1,3.84,1
-65,0,255.83,60,1,1,3.96,3
-73,0,51.92,60,1,1,4.03,1
-51,55.08000183,5489.2,90,1,1,4.09,1
-67,0,181.86,60,1,1,3.7,3
-59,67.83000946,618.36,90,1,1,4.21,1
-73,0,350.67,60,1,1,4.62,2
-89,0.25,683.63,60,1,1,3.66,4
-55,68.35006714,5158.59,90,1,1,3.6,2
-81,8.550000191,242.94,60,1,1,3.97,3
-53,62.36003113,491.33,90,1,1,4.34,2
-73,0,231.74,60,1,1,3.65,3
-71,29.12107277,156.9,90,1,1,6.4,1
-75,27.70002937,500.47,90,1,1,3.5,4
-65,7.000349998,378.94,90,1,1,4.22,2
-61,2.319698095,215.21,90,1,1,3.65,3
-81,0,98.04,60,1,1,3.79,3
-59,0.8421401381,200.2,90,1,1,3.71,2
-65,0,217.27,90,1,1,3.77,2
-67,0,216.01,90,1,1,3.8,3
-71,3.910000086,155.64,60,1,1,4.38,3
-65,0,215.92,90,1,1,3.81,3
-61,7.130175591,217.08,90,1,1,3.51,3
-79,4.880000114,119.36,60,1,1,3.55,3
-71,11.79003811,331.51,90,1,1,3.39,3
-57,15.51020622,233.12,90,1,1,4.12,2
-57,38.81999969,640.81,90,1,1,5.79,2
-71,5.480000019,423.99,60,1,1,3.73,3
-53,47.31999969,1494.34,90,1,1,3.57,2
-71,8.829999924,293.06,60,1,1,3.69,3
-83,0,1010.51,60,1,1,3.63,3
-51,47.58000946,1723.09,90,1,1,3.77,2
-75,14.35000038,65.69,60,1,1,4.68,3
-55,42.4300766,283.65,90,1,1,3.45,2
-71,0,143.8,60,1,1,3.98,1
-69,50.70004654,1974.65,90,1,1,3.53,3
-73,0,140.95,60,1,1,3.83,3
-77,0,288.78,60,1,1,3.64,1
-53,72.89002228,1093.1,90,1,1,3.84,2
-75,0,167.92,60,1,1,3.79,3
-57,45.13003922,4724.86,90,1,1,4.75,2
-55,37.98006439,3099.94,90,1,1,5.42,1
-81,27.5,790.24,60,1,0,0,4
-57,15.94019985,591.8,90,1,1,3.33,1
-73,2.710000038,149.97,60,1,1,3.28,3
-59,9.474835396,219.13,90,1,1,3.92,2
-69,0,266.51,60,1,1,3.17,3
-75,20.17000961,157.92,90,1,1,6.4,2
-61,7.71999979,113.86,60,1,1,3.23,3
-53,40.61004257,568.52,90,1,1,3.06,1
-77,0,689.13,60,1,1,3.59,3
-65,43.81221008,996.01,89.75,1,1,3.58,3
-89,0,176.41,60,1,1,4.06,2
-71,0,68.65,60,1,1,4.07,3
-57,35.25002289,495.71,90,1,1,4.16,3
-65,43.47002792,514.65,90,1,1,4.91,2
-63,40.85000229,2213.01,90,1,0,3.77,4
-77,11.65999985,55.09,60,1,1,3.56,1
-53,33.85765457,791.72,90,1,1,4.58,3
-77,13.97000027,316.41,60,1,1,3.73,1
-51,39.6110611,507.17,90,1,1,5.54,4
-69,0,411.11,60,1,1,3.83,3
-51,40.78001022,2185.49,90,1,1,4.56,3
-77,0,237.46,60,1,1,3.99,1
-51,34.62028122,1375.87,90,1,1,4.76,2
-75,6.630000114,574.96,60,1,1,4.88,4
-53,3.677635193,1364.5,90,1,1,5.13,4
-51,8.121575356,211.8,90,1,1,4.6,4
-77,25.07999992,550.6,60,1,1,3.77,4
-51,1.930414438,270.7,90,1,1,4.68,4
-71,5.820000172,221.3,60,1,1,3.68,3
-53,0,25.24,60,1,1,3.5,3
-51,24.91012955,307.88,90,1,1,4.13,3
-65,0,3553.06,60,1,1,3.77,3
-53,33.52009583,588.74,90,1,1,4.75,4
-75,8.590000153,319.92,60,1,1,4.12,3
-51,47.53329849,540.33,90,1,1,4.73,4
-51,0,11.33,60,1,1,3.89,3
-79,0,622.19,60,1,1,3.37,4
-55,47.76010132,528.92,90,1,1,3.94,4
-51,46.14974976,1552.71,90,1,1,5.63,4
-67,0,648.54,60,1,1,3.84,1
-51,33.70021439,2254.83,90,1,1,4.27,2
-79,0,410.44,60,1,1,3.6,3
-51,44.7401886,672.89,90,1,1,6.1,3
-51,36.22000504,633.65,90,1,1,5.63,2
-51,35.49020386,554.92,90,1,1,4.19,3
-71,15.47000027,304.54,60,1,1,3.56,3
-63,38.50999832,1891.92,90,1,1,4.73,3
-67,4.980000019,233.38,60,1,1,3.64,2
-75,11.25,67.79,60,1,1,3.78,3
-57,50.83047485,537.6,90,1,1,4.62,2
-85,3.109999895,407.67,60,1,1,3.92,1
-71,7.809999943,287.2,60,1,1,4.29,3
-51,49.11006546,808.31,90,1,1,4.12,3
-53,36.71002197,147.46,90,1,1,4.02,4
-75,15.68999958,216.12,60,1,1,3.56,1
-51,22.02065659,196.7,90,1,1,4.4,4
-67,0,613.42,60,1,1,3.81,4
-51,40.38000107,791.97,90,1,1,4.82,3
-87,0,975.98,60,1,1,4.3,4
-51,55.8106575,161.35,90,1,1,4.41,3
-51,60.87018204,551.02,90,1,1,3.76,3
-51,30.73086166,160.46,90,1,1,7.31,2
-57,8.880275726,469.52,90,1,1,4.31,4
-51,1.706604838,732.96,90,1,1,4.29,2
-51,1.950589657,730.45,90,1,1,4.09,4
-69,0,231.9,60,1,1,3.64,1
-79,7.650000095,211.85,60,1,1,3.24,3
-51,0.7877181768,646.86,90,1,1,4.62,3
-69,0,644.98,60,1,1,3.48,3
-51,0,675.59,90,1,1,3.92,4
-93,0.5600000024,231.22,60,1,1,3.92,4
-51,8.010225296,663.48,90,1,1,4.33,2
-89,0,347.37,60,1,1,4.24,3
-51,9.840000153,365.21,90,1,1,4.7,4
-69,28.59017563,3204.06,90,1,1,5.88,4
-77,9.220000267,247.52,60,1,1,3.54,1
-51,32.06003952,85.99,90,1,1,4.05,2
-69,7.03000021,149.04,60,1,1,4.29,3
-69,43.47001266,4333.36,90,1,1,3.76,3
-57,40.67023849,2206.57,90,1,1,4.28,3
-53,42.32003021,865.24,90,1,1,9.33,3
-51,35.70001221,2150.96,90,1,1,4.36,3
-61,25.72006989,2607.34,90,1,1,4.18,3
-53,24.63001823,2142.91,90,1,1,5.81,3
-59,24.63001823,12527.99,90,1,1,5.89,2
-51,36.90114212,245.58,90,1,1,4.25,4
-67,12.89999962,1189.66,60,1,1,3.96,3
-51,34.61999893,649.19,90,1,1,4.34,2
-69,0,407.53,60,1,1,3.54,1
-59,38.3730011,3917.59,90,1,1,4,4
-85,0,69.58,60,1,1,3.76,3
-51,18.34088326,138.12,90,1,1,5.47,4
-75,11.03999996,587.88,60,1,1,3.89,1
-61,34.10365677,3493.95,90,1,1,4.35,3
-55,40.37039948,2756.5,90,1,1,4.47,1
-51,39.6603241,96.85,90,1,1,4.42,4
-71,6.78000021,462.44,60,1,1,4.77,2
-51,39.09051132,3204.01,90,1,1,4.39,2
-51,16.44862556,439.77,90,1,1,3.82,1
-51,2.18082571,522,90,1,1,3.98,2
-59,15.11754322,762.06,90,1,1,4.44,2
-51,34.25005341,999.33,90,1,1,4.45,3
-51,30.93001556,949.17,90,1,1,4.88,3
-87,27.39635277,1395.58,90,1,0,3.4,4
-51,7.301540852,564.93,90,1,1,5.81,2
-73,1.000799656,517.93,90,1,0,3.95,4
-59,27.57834244,1726.96,90,1,1,4.67,2
-79,27.34474754,3322.51,90,1,1,3.85,2
-53,23.76303864,1280.45,90,1,1,4.08,4
-51,23.00209045,227.37,90,1,1,4.36,4
-51,23.61001968,1293.58,90,1,1,4.08,4
-55,6.823848248,1532.12,90,1,1,6.11,2
-51,1.226417542,518.45,90,1,1,5.03,3
-51,0.8799999952,531.14,90,1,1,4.24,3
-89,1.522662163,535.21,90,1,1,4.35,1
-85,1.522662163,535.21,90,1,1,4.08,2
-51,0,461.51,89.88,1,1,4.25,2
-51,0,526.05,90,1,1,4.22,2
-51,0,519.1,90,1,1,4.46,2
-51,0,519.12,90,1,1,4.52,3
-51,0,519.12,89.88,1,1,4.33,3
-51,0,518.98,90,1,1,4.23,2
-51,0,518.98,90,1,1,3.96,3
-51,0,518.98,90,1,1,4.1,3
